 1,0000000155,0000000058, 6:22, 4/ 5/16
 1,0000000482,0000000058, 6:33, 4/ 5/16
 1,0000000483,0000000058, 6:34, 4/ 5/16
 1,0000000316,0000000058, 6:34, 4/ 5/16
 1,0000002513,0000000058, 6:34, 4/ 5/16
 1,0000000457,0000000058, 6:34, 4/ 5/16
 1,0000000369,0000000058, 6:34, 4/ 5/16
 1,0000000394,0000000058, 6:35, 4/ 5/16
 1,0000000202,0000000052, 6:36, 4/ 5/16
 1,0000002506,0000000058, 6:36, 4/ 5/16
 1,0000000168,0000000051, 6:37, 4/ 5/16
 1,0000000113,0000000058, 6:38, 4/ 5/16
 1,0000000156,0000000058, 6:38, 4/ 5/16
 1,0000000098,0000000050, 6:39, 4/ 5/16
 1,0000000177,0000000058, 6:39, 4/ 5/16
 1,0000000450,0000000058, 6:39, 4/ 5/16
 1,0000000392,0000000058, 6:39, 4/ 5/16
 1,0000000112,0000000058, 6:39, 4/ 5/16
 1,0000000295,0000000058, 6:39, 4/ 5/16
 1,0000000274,0000000058, 6:51, 4/ 5/16
 1,0000000492,0000000053, 6:53, 4/ 5/16
 1,0000000409,0000000058, 6:56, 4/ 5/16
 1,0000000173,0000000004, 6:59, 4/ 5/16
 1,0000000087,0000000044, 7: 0, 4/ 5/16
 1,0000000042,0000000040, 7: 0, 4/ 5/16
 1,0000000034,0000000031, 7: 0, 4/ 5/16
 1,0000000370,0000000027, 7: 0, 4/ 5/16
 1,0000000470,0000000031, 7: 0, 4/ 5/16
 1,0000000360,0000000058, 7: 1, 4/ 5/16
 1,0000000445,0000000058, 7: 1, 4/ 5/16
 1,0000000141,0000000027, 7: 1, 4/ 5/16
 1,0000000261,0000000040, 7: 1, 4/ 5/16
 1,0000000258,0000000071, 7: 1, 4/ 5/16
 1,0000000052,0000000002, 7: 1, 4/ 5/16
 1,0000000153,0000000004, 7: 1, 4/ 5/16
 1,0000000283,0000000003, 7: 1, 4/ 5/16
 1,0000000089,0000000089, 7: 2, 4/ 5/16
 1,0000000386,0000000040, 7: 2, 4/ 5/16
 1,0000000363,0000000000, 7:41, 4/ 5/16
 1,0000000285,0000000040, 8: 5, 4/ 5/16
 1,0000000330,0000000040, 8: 9, 4/ 5/16
 1,0000000291,0000000058, 8:20, 4/ 5/16
 1,0000000326,0000000058, 8:31, 4/ 5/16
 1,0000000043,0000000000, 8:41, 4/ 5/16
 1,0000000203,0000000058, 8:50, 4/ 5/16
 2,0000000070,0000000000, 9:18, 4/ 5/16
 1,0000000410,0000000004, 9:57, 4/ 5/16
 1,0000000350,0000000058,10:29, 4/ 5/16
 2,0000000034,0000000000,10:29, 4/ 5/16
 2,0000000070,0000000000,12:53, 4/ 5/16
 2,0000000332,0000000000,14:30, 4/ 5/16
 2,0000000444,0000000000,14:30, 4/ 5/16
 2,0000000050,0000000000,14:30, 4/ 5/16
 2,0000000217,0000000000,14:30, 4/ 5/16
 2,0000000147,0000000000,14:31, 4/ 5/16
 2,0000000180,0000000000,14:31, 4/ 5/16
 2,0000000478,0000000000,14:31, 4/ 5/16
 2,0000000423,0000000000,14:31, 4/ 5/16
 2,0000000140,0000000000,14:31, 4/ 5/16
 2,0000000357,0000000000,14:31, 4/ 5/16
 2,0000000215,0000000000,14:32, 4/ 5/16
 2,0000000179,0000000000,14:32, 4/ 5/16
 2,0000000107,0000000000,14:33, 4/ 5/16
 2,0000000074,0000000000,14:33, 4/ 5/16
 2,0000000065,0000000000,14:34, 4/ 5/16
 2,0000000437,0000000000,14:34, 4/ 5/16
 2,0000002500,0000000000,14:34, 4/ 5/16
 2,0000000294,0000000000,14:35, 4/ 5/16
 2,0000000058,0000000000,14:35, 4/ 5/16
 2,0000000105,0000000000,14:36, 4/ 5/16
 2,0000000258,0000000000,14:36, 4/ 5/16
 2,0000000258,0000000000,14:36, 4/ 5/16
 2,0000000350,0000000000,14:36, 4/ 5/16
 2,0000000260,0000000000,14:36, 4/ 5/16
 2,0000000031,0000000000,14:36, 4/ 5/16
 2,0000002501,0000000000,14:37, 4/ 5/16
 2,0000000044,0000000000,14:37, 4/ 5/16
 2,0000000062,0000000000,14:37, 4/ 5/16
 2,0000000131,0000000000,14:37, 4/ 5/16
 2,0000000426,0000000000,14:38, 4/ 5/16
 2,0000000115,0000000000,14:38, 4/ 5/16
 2,0000000319,0000000000,14:38, 4/ 5/16
 2,0000000370,0000000000,14:39, 4/ 5/16
 2,0000000247,0000000000,14:39, 4/ 5/16
 2,0000000024,0000000000,14:39, 4/ 5/16
 2,0000000173,0000000000,14:39, 4/ 5/16
 2,0000000613,0000000000,14:39, 4/ 5/16
 2,0000000288,0000000000,14:39, 4/ 5/16
 2,0000000470,0000000000,14:40, 4/ 5/16
 2,0000000407,0000000000,14:40, 4/ 5/16
 2,0000000102,0000000000,14:40, 4/ 5/16
 2,0000000358,0000000000,14:40, 4/ 5/16
 2,0000000355,0000000000,14:40, 4/ 5/16
 2,0000000415,0000000000,14:40, 4/ 5/16
 3,0000000374,0000000000,14:40, 4/ 5/16
 2,0000000321,0000000000,14:40, 4/ 5/16
