 2,0000000110,0000000000,12:37, 3/31/16
 2,0000000292,0000000000,14:30, 3/31/16
 2,0000000101,0000000000,14:30, 3/31/16
 2,0000000158,0000000000,14:30, 3/31/16
 2,0000000444,0000000000,14:30, 3/31/16
 2,0000000095,0000000000,14:31, 3/31/16
 2,0000000478,0000000000,14:31, 3/31/16
 2,0000000215,0000000000,14:31, 3/31/16
 2,0000000387,0000000000,14:31, 3/31/16
 2,0000000089,0000000000,14:31, 3/31/16
 2,0000000469,0000000000,14:31, 3/31/16
 2,0000000383,0000000000,14:31, 3/31/16
 2,0000000407,0000000000,14:31, 3/31/16
 2,0000000049,0000000000,14:31, 3/31/16
 2,0000000381,0000000000,14:32, 3/31/16
 2,0000000165,0000000000,14:32, 3/31/16
 2,0000000136,0000000000,14:32, 3/31/16
 2,0000000162,0000000000,14:32, 3/31/16
 2,0000000107,0000000000,14:32, 3/31/16
 2,0000000135,0000000000,14:33, 3/31/16
 2,0000000164,0000000000,14:33, 3/31/16
 2,0000000146,0000000000,14:33, 3/31/16
 2,0000000459,0000000000,14:33, 3/31/16
 2,0000000286,0000000000,14:34, 3/31/16
 2,0000000258,0000000000,14:34, 3/31/16
 2,0000000258,0000000000,14:34, 3/31/16
 2,0000000437,0000000000,14:34, 3/31/16
 2,0000000105,0000000000,14:34, 3/31/16
 2,0000000009,0000000000,14:35, 3/31/16
 2,0000000372,0000000000,14:35, 3/31/16
 2,0000000012,0000000000,14:35, 3/31/16
 2,0000002501,0000000000,14:36, 3/31/16
 2,0000000074,0000000000,14:36, 3/31/16
 2,0000000423,0000000000,14:36, 3/31/16
 2,0000000394,0000000000,14:37, 3/31/16
 2,0000000048,0000000000,14:37, 3/31/16
 2,0000000156,0000000000,14:38, 3/31/16
 2,0000000031,0000000000,14:38, 3/31/16
 2,0000000210,0000000000,14:39, 3/31/16
 2,0000000133,0000000000,14:39, 3/31/16
 2,0000000458,0000000000,14:39, 3/31/16
 2,0000000139,0000000000,14:39, 3/31/16
 2,0000000102,0000000000,14:39, 3/31/16
 2,0000000142,0000000000,14:39, 3/31/16
 2,0000000236,0000000000,14:39, 3/31/16
 2,0000000202,0000000000,14:39, 3/31/16
 2,0000000058,0000000000,14:40, 3/31/16
 2,0000000294,0000000000,14:40, 3/31/16
 2,0000000462,0000000000,14:40, 3/31/16
 2,0000000201,0000000000,14:40, 3/31/16
 2,0000000499,0000000000,14:41, 3/31/16
 2,0000000283,0000000000,14:41, 3/31/16
 2,0000000412,0000000000,14:41, 3/31/16
 2,0000000234,0000000000,14:41, 3/31/16
 2,0000000024,0000000000,14:41, 3/31/16
 2,0000000321,0000000000,14:42, 3/31/16
 3,0000000374,0000000000,14:42, 3/31/16
 2,0000000228,0000000000,14:42, 3/31/16
 2,0000000295,0000000000,14:43, 3/31/16
 2,0000000336,0000000000,14:43, 3/31/16
 2,0000000112,0000000000,14:43, 3/31/16
 2,0000000373,0000000000,14:44, 3/31/16
 2,0000000427,0000000000,14:44, 3/31/16
 2,0000000488,0000000000,14:44, 3/31/16
 2,0000000474,0000000000,14:44, 3/31/16
 2,0000000340,0000000000,14:44, 3/31/16
 2,0000000270,0000000000,14:44, 3/31/16
 2,0000000072,0000000000,14:45, 3/31/16
 2,0000000219,0000000000,14:45, 3/31/16
 2,0000000371,0000000000,14:45, 3/31/16
 2,0000000367,0000000000,14:45, 3/31/16
 2,0000000134,0000000000,14:45, 3/31/16
 2,0000000495,0000000000,14:46, 3/31/16
 2,0000000248,0000000000,14:46, 3/31/16
 2,0000002509,0000000000,14:47, 3/31/16
 2,0000000108,0000000000,14:47, 3/31/16
 2,0000000436,0000000000,14:47, 3/31/16
 2,0000000151,0000000000,14:48, 3/31/16
 2,0000000155,0000000000,14:48, 3/31/16
 2,0000000076,0000000000,14:48, 3/31/16
 2,0000000060,0000000000,14:48, 3/31/16
 2,0000000254,0000000000,14:48, 3/31/16
 2,0000000099,0000000000,14:48, 3/31/16
 2,0000000226,0000000000,14:48, 3/31/16
 2,0000000189,0000000000,14:49, 3/31/16
 2,0000000032,0000000000,14:49, 3/31/16
 3,0000000476,0000000000,14:50, 3/31/16
 2,0000002505,0000000000,14:50, 3/31/16
 2,0000000204,0000000000,14:50, 3/31/16
 2,0000000157,0000000000,14:50, 3/31/16
 2,0000001106,0000000000,14:51, 3/31/16
 2,0000000396,0000000000,14:52, 3/31/16
 2,0000000440,0000000000,14:53, 3/31/16
 2,0000000428,0000000000,17: 0, 3/31/16
 2,0000000217,0000000000,17: 0, 3/31/16
 2,0000000050,0000000000,17: 0, 3/31/16
 2,0000000067,0000000000,17: 0, 3/31/16
 2,0000000260,0000000000,17: 0, 3/31/16
 2,0000000243,0000000000,17: 0, 3/31/16
 2,0000000056,0000000000,17: 0, 3/31/16
 2,0000000333,0000000000,17: 1, 3/31/16
 2,0000000413,0000000000,17: 1, 3/31/16
 2,0000000042,0000000000,17: 1, 3/31/16
 2,0000000456,0000000000,17: 1, 3/31/16
 2,0000000479,0000000000,17: 1, 3/31/16
 2,0000000207,0000000000,17: 1, 3/31/16
 2,0000000466,0000000000,17: 1, 3/31/16
 2,0000000087,0000000000,17: 1, 3/31/16
 2,0000000370,0000000000,17: 2, 3/31/16
 2,0000000426,0000000000,17: 2, 3/31/16
 2,0000000083,0000000000,17: 2, 3/31/16
 2,0000000345,0000000000,17: 2, 3/31/16
 2,0000000308,0000000000,17: 2, 3/31/16
 2,0000000047,0000000000,17: 2, 3/31/16
 2,0000000213,0000000000,17: 2, 3/31/16
 2,0000000233,0000000000,17: 2, 3/31/16
 2,0000000467,0000000000,17: 3, 3/31/16
 2,0000000430,0000000000,17: 3, 3/31/16
 2,0000000117,0000000000,17: 3, 3/31/16
 2,0000000063,0000000000,17: 3, 3/31/16
 2,0000000221,0000000000,17: 3, 3/31/16
 2,0000000265,0000000000,17: 3, 3/31/16
 2,0000000065,0000000000,17: 4, 3/31/16
 2,0000000091,0000000000,17: 4, 3/31/16
 2,0000000205,0000000000,17: 4, 3/31/16
 2,0000000454,0000000000,17: 4, 3/31/16
 2,0000000487,0000000000,17: 4, 3/31/16
 2,0000000127,0000000000,17: 4, 3/31/16
 2,0000000017,0000000000,17: 4, 3/31/16
 2,0000000090,0000000000,17: 5, 3/31/16
 2,0000000408,0000000000,17: 5, 3/31/16
 2,0000000118,0000000000,17: 5, 3/31/16
 2,0000000119,0000000000,17: 5, 3/31/16
 2,0000000141,0000000000,17: 5, 3/31/16
 2,0000000052,0000000000,17: 5, 3/31/16
 2,0000000433,0000000000,17: 5, 3/31/16
 2,0000000051,0000000000,17: 6, 3/31/16
 2,0000000124,0000000000,17: 6, 3/31/16
 2,0000000068,0000000000,17: 6, 3/31/16
