 1,0000002506,0000000058, 9:21, 4/20/16
 2,0000000344,0000000000,10:17, 4/20/16
 2,0000000378,0000000000,11:29, 4/20/16
 1,0000000291,0000000058,11:49, 4/20/16
 1,0000000457,0000000058,13:26, 4/20/16
 2,0000000252,0000000000,13:53, 4/20/16
 2,0000000428,0000000000,14:30, 4/20/16
 2,0000000357,0000000000,14:30, 4/20/16
 2,0000000196,0000000000,14:30, 4/20/16
 2,0000000407,0000000000,14:30, 4/20/16
 2,0000000220,0000000000,14:31, 4/20/16
 2,0000000382,0000000000,14:31, 4/20/16
 2,0000000065,0000000000,14:31, 4/20/16
 2,0000002500,0000000000,14:31, 4/20/16
 2,0000000140,0000000000,14:31, 4/20/16
 2,0000000488,0000000000,14:31, 4/20/16
 2,0000000076,0000000000,14:31, 4/20/16
 2,0000000207,0000000000,14:31, 4/20/16
 2,0000000358,0000000000,14:31, 4/20/16
 2,0000000258,0000000000,14:32, 4/20/16
 2,0000000074,0000000000,14:32, 4/20/16
 2,0000000147,0000000000,14:32, 4/20/16
 2,0000000036,0000000000,14:32, 4/20/16
 2,0000000423,0000000000,14:33, 4/20/16
 2,0000000490,0000000000,14:33, 4/20/16
 2,0000000231,0000000000,14:33, 4/20/16
 2,0000000352,0000000000,14:33, 4/20/16
 2,0000000085,0000000000,14:33, 4/20/16
 2,0000000160,0000000000,14:33, 4/20/16
 2,0000000046,0000000000,14:34, 4/20/16
 2,0000000294,0000000000,14:34, 4/20/16
 2,0000000338,0000000000,14:34, 4/20/16
 2,0000000351,0000000000,14:34, 4/20/16
 1,0000000026,0000000261,14:35, 4/20/16
 2,0000000070,0000000000,14:35, 4/20/16
 2,0000000330,0000000000,14:36, 4/20/16
 2,0000002501,0000000000,14:36, 4/20/16
 2,0000000099,0000000000,14:37, 4/20/16
 2,0000000058,0000000000,14:37, 4/20/16
 2,0000000139,0000000000,14:37, 4/20/16
 2,0000000101,0000000000,14:37, 4/20/16
 2,0000000434,0000000000,14:37, 4/20/16
 2,0000000083,0000000000,14:38, 4/20/16
 2,0000000311,0000000000,14:38, 4/20/16
 2,0000000370,0000000000,14:38, 4/20/16
 2,0000000439,0000000000,14:38, 4/20/16
 2,0000000418,0000000000,14:38, 4/20/16
 2,0000000433,0000000000,14:38, 4/20/16
 2,0000000180,0000000000,14:38, 4/20/16
 2,0000000402,0000000000,14:38, 4/20/16
 2,0000000031,0000000000,14:38, 4/20/16
 2,0000000173,0000000000,14:39, 4/20/16
 2,0000000115,0000000000,14:39, 4/20/16
 2,0000000136,0000000000,14:39, 4/20/16
 2,0000000153,0000000000,14:39, 4/20/16
 2,0000000044,0000000000,14:39, 4/20/16
 2,0000000233,0000000000,14:39, 4/20/16
 2,0000000470,0000000000,14:39, 4/20/16
 2,0000000102,0000000000,14:39, 4/20/16
 2,0000000385,0000000000,14:40, 4/20/16
 2,0000000467,0000000000,14:40, 4/20/16
 2,0000000228,0000000000,14:40, 4/20/16
 2,0000000455,0000000000,14:40, 4/20/16
 2,0000000288,0000000000,14:40, 4/20/16
 2,0000000135,0000000000,14:40, 4/20/16
 2,0000000432,0000000000,14:40, 4/20/16
 2,0000000051,0000000000,14:40, 4/20/16
 2,0000000056,0000000000,14:41, 4/20/16
 2,0000000389,0000000000,14:41, 4/20/16
 2,0000000321,0000000000,14:41, 4/20/16
 2,0000000124,0000000000,14:41, 4/20/16
 2,0000000474,0000000000,14:41, 4/20/16
 2,0000000281,0000000000,14:42, 4/20/16
 2,0000000366,0000000000,14:42, 4/20/16
 2,0000000367,0000000000,14:42, 4/20/16
 2,0000000017,0000000000,14:42, 4/20/16
 2,0000000068,0000000000,14:42, 4/20/16
 2,0000000377,0000000000,14:42, 4/20/16
 2,0000000163,0000000000,14:43, 4/20/16
 2,0000000119,0000000000,14:44, 4/20/16
 2,0000000447,0000000000,14:44, 4/20/16
 2,0000000279,0000000000,14:44, 4/20/16
 2,0000000308,0000000000,14:44, 4/20/16
 2,0000000324,0000000000,14:44, 4/20/16
 2,0000000215,0000000000,14:44, 4/20/16
 2,0000000176,0000000000,14:45, 4/20/16
 2,0000000219,0000000000,14:45, 4/20/16
 2,0000000363,0000000000,14:45, 4/20/16
 2,0000000436,0000000000,14:45, 4/20/16
 2,0000000325,0000000000,14:45, 4/20/16
 2,0000000463,0000000000,14:45, 4/20/16
 2,0000000304,0000000000,14:45, 4/20/16
 2,0000000125,0000000000,14:46, 4/20/16
 2,0000000283,0000000000,14:46, 4/20/16
 2,0000000282,0000000000,14:46, 4/20/16
 2,0000000201,0000000000,14:46, 4/20/16
 2,0000000209,0000000000,14:47, 4/20/16
 2,0000000248,0000000000,14:47, 4/20/16
 2,0000000491,0000000000,14:47, 4/20/16
 2,0000000254,0000000000,14:47, 4/20/16
