 2,0000000144,0000000000,17: 1, 3/31/16
 2,0000000167,0000000000,17: 1, 3/31/16
 2,0000000348,0000000000,17: 1, 3/31/16
 2,0000000357,0000000000,17: 1, 3/31/16
 2,0000000196,0000000000,17: 1, 3/31/16
 2,0000000154,0000000000,17: 1, 3/31/16
 2,0000000160,0000000000,17: 2, 3/31/16
 2,0000000033,0000000000,17: 2, 3/31/16
 2,0000000362,0000000000,17: 2, 3/31/16
 2,0000000377,0000000000,17: 2, 3/31/16
 2,0000000325,0000000000,17: 2, 3/31/16
 2,0000000016,0000000000,17: 2, 3/31/16
 2,0000000351,0000000000,17: 2, 3/31/16
 2,0000000328,0000000000,17: 2, 3/31/16
 2,0000000175,0000000000,17: 3, 3/31/16
 2,0000000044,0000000000,17: 3, 3/31/16
 2,0000000061,0000000000,17: 3, 3/31/16
 2,0000000037,0000000000,17: 3, 3/31/16
 2,0000000439,0000000000,17: 3, 3/31/16
 2,0000000216,0000000000,17: 3, 3/31/16
 1,0000000121,0000000021,17: 3, 3/31/16
 2,0000000306,0000000000,17: 4, 3/31/16
 2,0000000182,0000000000,17: 4, 3/31/16
 2,0000000299,0000000000,17: 4, 3/31/16
 2,0000000161,0000000000,17: 4, 3/31/16
 2,0000000586,0000000000,17: 4, 3/31/16
 2,0000000301,0000000000,17: 4, 3/31/16
 2,0000000222,0000000000,17: 4, 3/31/16
 2,0000000173,0000000000,17: 4, 3/31/16
 2,0000000109,0000000000,17: 4, 3/31/16
 2,0000000297,0000000000,17: 5, 3/31/16
 2,0000000153,0000000000,17: 5, 3/31/16
 2,0000000231,0000000000,17: 5, 3/31/16
 2,0000000078,0000000000,17: 5, 3/31/16
 2,0000000494,0000000000,17: 5, 3/31/16
 2,0000000183,0000000000,17: 5, 3/31/16
 2,0000000183,0000000000,17: 5, 3/31/16
 2,0000002515,0000000000,17: 6, 3/31/16
 2,0000000007,0000000000,17: 6, 3/31/16
 2,0000000375,0000000000,17: 6, 3/31/16
 2,0000000311,0000000000,17: 6, 3/31/16
 2,0000000179,0000000000,17: 6, 3/31/16
 2,0000000481,0000000000,17: 6, 3/31/16
 2,0000000405,0000000000,17: 7, 3/31/16
 2,0000000218,0000000000,17: 7, 3/31/16
 2,0000000313,0000000000,17: 7, 3/31/16
 2,0000000281,0000000000,17: 7, 3/31/16
 2,0000000122,0000000000,17: 7, 3/31/16
 2,0000000406,0000000000,17: 8, 3/31/16
 2,0000000382,0000000000,17: 8, 3/31/16
 2,0000000349,0000000000,17: 9, 3/31/16
 2,0000000491,0000000000,17:10, 3/31/16
 2,0000000257,0000000000,17:10, 3/31/16
 2,0000000320,0000000000,17:10, 3/31/16
 2,0000000304,0000000000,17:11, 3/31/16
 2,0000000100,0000000000,17:11, 3/31/16
 2,0000000163,0000000000,17:11, 3/31/16
 2,0000000128,0000000000,17:12, 3/31/16
 2,0000000463,0000000000,17:13, 3/31/16
 2,0000000171,0000000000,17:14, 3/31/16
 2,0000000174,0000000000,17:16, 3/31/16
 1,0000000280,0000000071,17:43, 3/31/16
 1,0000000132,0000000070,17:50, 3/31/16
 1,0000000132,0000000070,17:50, 3/31/16
 2,0000000417,0000000000,18: 1, 3/31/16
 2,0000000113,0000000000,18:10, 3/31/16
 2,0000000361,0000000000,18:11, 3/31/16
 2,0000000307,0000000000,18:11, 3/31/16
 2,0000002512,0000000000,18:11, 3/31/16
 2,0000000457,0000000000,18:12, 3/31/16
 2,0000000425,0000000000,18:15, 3/31/16
 2,0000000398,0000000000,18:19, 3/31/16
 2,0000002531,0000000000,19:25, 3/31/16
 1,0000000090,0000000071, 5:27, 4/ 1/16
 1,0000000466,0000000009, 5:27, 4/ 1/16
 1,0000000039,0000000045, 5:28, 4/ 1/16
 1,0000000033,0000000031, 5:28, 4/ 1/16
 1,0000000089,0000000029, 5:28, 4/ 1/16
 1,0000000386,0000000040, 5:28, 4/ 1/16
 1,0000000362,0000000040, 5:29, 4/ 1/16
 1,0000000293,0000000030, 5:29, 4/ 1/16
 1,0000000287,0000000041, 5:29, 4/ 1/16
 1,0000000091,0000000027, 5:29, 4/ 1/16
 1,0000000062,0000000040, 5:29, 4/ 1/16
 1,0000000216,0000000028, 5:29, 4/ 1/16
 1,0000000189,0000000031, 5:29, 4/ 1/16
 1,0000000069,0000000007, 5:30, 4/ 1/16
 1,0000000147,0000000021, 5:30, 4/ 1/16
 1,0000000340,0000000040, 5:30, 4/ 1/16
 1,0000000082,0000000040, 5:30, 4/ 1/16
 1,0000002521,0000000040, 5:30, 4/ 1/16
 1,0000000351,0000000030, 5:30, 4/ 1/16
 1,0000000068,0000000004, 5:30, 4/ 1/16
 1,0000000231,0000000004, 5:30, 4/ 1/16
 1,0000000262,0000000058, 5:30, 4/ 1/16
 1,0000000246,0000000040, 5:31, 4/ 1/16
 1,0000000172,0000000004, 5:31, 4/ 1/16
 1,0000002515,0000000001, 5:31, 4/ 1/16
 1,0000000085,0000000045, 5:31, 4/ 1/16
 1,0000000107,0000000058, 5:31, 4/ 1/16
 1,0000000020,0000000058, 5:31, 4/ 1/16
 1,0000000369,0000000058, 5:31, 4/ 1/16
 1,0000000320,0000000029, 5:32, 4/ 1/16
 1,0000000398,0000000071, 5:32, 4/ 1/16
 1,0000000359,0000000058, 5:32, 4/ 1/16
 1,0000000427,0000000030, 5:32, 4/ 1/16
 1,0000000406,0000000031, 5:32, 4/ 1/16
 1,0000000404,0000000058, 5:33, 4/ 1/16
 1,0000000175,0000000040, 5:34, 4/ 1/16
 1,0000000042,0000000031, 5:34, 4/ 1/16
 1,0000000037,0000000018, 5:35, 4/ 1/16
 1,0000000452,0000000031, 5:35, 4/ 1/16
 1,0000000399,0000000070, 5:35, 4/ 1/16
 1,0000000171,0000000029, 5:35, 4/ 1/16
 1,0000000024,0000000041, 5:36, 4/ 1/16
 1,0000000310,0000000080, 5:36, 4/ 1/16
 1,0000002531,0000000058, 5:36, 4/ 1/16
 1,0000000283,0000000003, 5:36, 4/ 1/16
 1,0000000036,0000000023, 5:36, 4/ 1/16
 1,0000000430,0000000040, 5:37, 4/ 1/16
 1,0000000105,0000000031, 5:37, 4/ 1/16
 1,0000000164,0000000000, 5:37, 4/ 1/16
 1,0000000206,0000000031, 5:37, 4/ 1/16
 1,0000000348,0000000040, 5:37, 4/ 1/16
 1,0000000299,0000000040, 5:37, 4/ 1/16
 1,0000000035,0000000040, 5:38, 4/ 1/16
 1,0000000025,0000000041, 5:38, 4/ 1/16
 1,0000000179,0000000029, 5:38, 4/ 1/16
 1,0000000226,0000000031, 5:38, 4/ 1/16
 1,0000000061,0000000031, 5:38, 4/ 1/16
 1,0000000113,0000000058, 5:38, 4/ 1/16
 1,0000000353,0000000031, 5:39, 4/ 1/16
 1,0000000204,0000000029, 5:39, 4/ 1/16
 1,0000000098,0000000050, 5:39, 4/ 1/16
 1,0000000100,0000000007, 5:39, 4/ 1/16
 1,0000000103,0000000005, 5:39, 4/ 1/16
 1,0000000408,0000000031, 5:39, 4/ 1/16
 1,0000002504,0000000029, 5:39, 4/ 1/16
 1,0000002512,0000000001, 5:40, 4/ 1/16
 1,0000000342,0000000040, 5:40, 4/ 1/16
 1,0000000463,0000000058, 5:40, 4/ 1/16
 1,0000000263,0000000171, 5:40, 4/ 1/16
 1,0000000498,0000000058, 5:40, 4/ 1/16
 1,0000000365,0000000040, 5:40, 4/ 1/16
 1,0000000440,0000000031, 5:40, 4/ 1/16
 1,0000000418,0000000000, 5:41, 4/ 1/16
 1,0000000324,0000000040, 5:41, 4/ 1/16
 1,0000000255,0000000029, 5:41, 4/ 1/16
 3,0000000306,0000000000, 5:41, 4/ 1/16
 1,0000000120,0000000058, 5:41, 4/ 1/16
 1,0000000021,0000000029, 5:41, 4/ 1/16
 1,0000000094,0000000000, 5:42, 4/ 1/16
 1,0000000457,0000000058, 5:42, 4/ 1/16
 1,0000000167,0000000040, 5:42, 4/ 1/16
 1,0000000023,0000000040, 5:42, 4/ 1/16
 1,0000000166,0000000009, 5:42, 4/ 1/16
 1,0000000108,0000000029, 5:42, 4/ 1/16
 1,0000000123,0000000031, 5:42, 4/ 1/16
 1,0000000121,0000000000, 5:43, 4/ 1/16
 1,0000000200,0000000007, 5:43, 4/ 1/16
 1,0000000327,0000000058, 5:43, 4/ 1/16
 1,0000000183,0000000040, 5:43, 4/ 1/16
 1,0000000363,0000000000, 5:43, 4/ 1/16
 1,0000000219,0000000000, 5:43, 4/ 1/16
 1,0000002513,0000000058, 5:43, 4/ 1/16
 3,0000000073,0000000000, 5:44, 4/ 1/16
 1,0000000499,0000000027, 5:44, 4/ 1/16
 1,0000000387,0000000040, 5:44, 4/ 1/16
 1,0000000357,0000000009, 5:44, 4/ 1/16
 1,0000000390,0000000000, 5:44, 4/ 1/16
 1,0000000222,0000000000, 5:44, 4/ 1/16
 1,0000000345,0000000031, 5:45, 4/ 1/16
 1,0000000243,0000000040, 5:45, 4/ 1/16
 1,0000000294,0000000031, 5:45, 4/ 1/16
 1,0000000190,0000000009, 5:45, 4/ 1/16
 1,0000000146,0000000031, 5:45, 4/ 1/16
 1,0000000215,0000000009, 5:45, 4/ 1/16
 1,0000000586,0000000009, 5:46, 4/ 1/16
 1,0000000134,0000000058, 5:46, 4/ 1/16
 1,0000000425,0000000031, 5:46, 4/ 1/16
 1,0000000313,0000000052, 5:46, 4/ 1/16
 1,0000000184,0000000031, 5:46, 4/ 1/16
 1,0000000415,0000000031, 5:46, 4/ 1/16
 1,0000000016,0000000000, 5:46, 4/ 1/16
 1,0000000239,0000000058, 5:47, 4/ 1/16
 1,0000000412,0000000031, 5:47, 4/ 1/16
 1,0000000436,0000000029, 5:47, 4/ 1/16
 1,0000000361,0000000040, 5:47, 4/ 1/16
 1,0000000083,0000000038, 5:47, 4/ 1/16
 1,0000000030,0000000040, 5:47, 4/ 1/16
 1,0000000014,0000000040, 5:47, 4/ 1/16
 1,0000000297,0000000009, 5:48, 4/ 1/16
 1,0000000114,0000000058, 5:48, 4/ 1/16
 1,0000000264,0000000029, 5:48, 4/ 1/16
 1,0000000368,0000000000, 5:49, 4/ 1/16
 1,0000000065,0000000009, 5:49, 4/ 1/16
 1,0000000469,0000000029, 5:49, 4/ 1/16
 1,0000000347,0000000058, 5:49, 4/ 1/16
 1,0000000133,0000000058, 5:49, 4/ 1/16
 1,0000000314,0000000004, 5:50, 4/ 1/16
 1,0000000138,0000000058, 5:50, 4/ 1/16
 1,0000000072,0000000022, 5:50, 4/ 1/16
 1,0000000328,0000000031, 5:50, 4/ 1/16
 1,0000000270,0000000004, 5:50, 4/ 1/16
 1,0000000124,0000000004, 5:51, 4/ 1/16
 1,0000000109,0000000009, 5:51, 4/ 1/16
 1,0000000223,0000000058, 5:52, 4/ 1/16
 1,0000000481,0000000003, 5:52, 4/ 1/16
 1,0000000248,0000000004, 5:52, 4/ 1/16
 1,0000000405,0000000042, 5:52, 4/ 1/16
 1,0000000058,0000000030, 5:53, 4/ 1/16
 1,0000000202,0000000052, 5:54, 4/ 1/16
 1,0000000236,0000000058, 5:54, 4/ 1/16
 1,0000000122,0000000071, 5:54, 4/ 1/16
 1,0000000106,0000000040, 5:54, 4/ 1/16
 1,0000000458,0000000004, 5:55, 4/ 1/16
 1,0000000232,0000000004, 5:55, 4/ 1/16
 1,0000000488,0000000004, 5:56, 4/ 1/16
 1,0000000059,0000000058, 5:56, 4/ 1/16
 1,0000000048,0000000029, 5:56, 4/ 1/16
 1,0000000304,0000000004, 5:56, 4/ 1/16
 1,0000000242,0000000009, 5:57, 4/ 1/16
 2,0000000245,0000000000, 6: 0, 4/ 1/16
 2,0000000280,0000000000, 6: 0, 4/ 1/16
 1,0000000155,0000000058, 6: 4, 4/ 1/16
 1,0000000326,0000000058, 8:12, 4/ 1/16
