 2,0000000452,0000000000,13: 1, 3/31/16
 2,0000000267,0000000000,13:26, 3/31/16
 2,0000000455,0000000000,13:31, 3/31/16
 2,0000000025,0000000000,14:30, 3/31/16
 2,0000000268,0000000000,14:30, 3/31/16
 2,0000000166,0000000000,14:30, 3/31/16
 2,0000000322,0000000000,14:30, 3/31/16
 2,0000000053,0000000000,14:30, 3/31/16
 2,0000000040,0000000000,14:30, 3/31/16
 2,0000000242,0000000000,14:30, 3/31/16
 2,0000000461,0000000000,14:31, 3/31/16
 2,0000002504,0000000000,14:31, 3/31/16
 2,0000000264,0000000000,14:31, 3/31/16
 2,0000000088,0000000000,14:31, 3/31/16
 2,0000000206,0000000000,14:31, 3/31/16
 2,0000000302,0000000000,14:31, 3/31/16
 2,0000000486,0000000000,14:31, 3/31/16
 2,0000000421,0000000000,14:31, 3/31/16
 2,0000000094,0000000000,14:32, 3/31/16
 2,0000000147,0000000000,14:32, 3/31/16
 2,0000000021,0000000000,14:32, 3/31/16
 2,0000000011,0000000000,14:33, 3/31/16
 2,0000000418,0000000000,14:33, 3/31/16
 2,0000000152,0000000000,14:33, 3/31/16
 2,0000002500,0000000000,14:34, 3/31/16
 2,0000000211,0000000000,14:34, 3/31/16
 2,0000000298,0000000000,14:34, 3/31/16
 2,0000000310,0000000000,14:35, 3/31/16
 2,0000000019,0000000000,14:35, 3/31/16
 2,0000000230,0000000000,14:36, 3/31/16
 2,0000000272,0000000000,14:36, 3/31/16
 2,0000000030,0000000000,14:36, 3/31/16
 2,0000000059,0000000000,14:37, 3/31/16
 2,0000000062,0000000000,14:37, 3/31/16
 2,0000000263,0000000000,14:38, 3/31/16
 2,0000000104,0000000000,14:38, 3/31/16
 2,0000000193,0000000000,14:39, 3/31/16
 2,0000000399,0000000000,14:39, 3/31/16
 2,0000000082,0000000000,14:39, 3/31/16
 2,0000000069,0000000000,14:39, 3/31/16
 2,0000000284,0000000000,14:39, 3/31/16
 2,0000000020,0000000000,14:39, 3/31/16
 2,0000000120,0000000000,14:40, 3/31/16
 2,0000000415,0000000000,14:40, 3/31/16
 2,0000000347,0000000000,14:41, 3/31/16
 2,0000000389,0000000000,14:41, 3/31/16
 2,0000000092,0000000000,14:41, 3/31/16
 2,0000000250,0000000000,14:42, 3/31/16
 2,0000000079,0000000000,14:42, 3/31/16
 2,0000000184,0000000000,14:42, 3/31/16
 2,0000000262,0000000000,14:42, 3/31/16
 2,0000000209,0000000000,14:42, 3/31/16
 2,0000000279,0000000000,14:43, 3/31/16
 2,0000000123,0000000000,14:43, 3/31/16
 1,0000000180,0000000080,14:44, 3/31/16
 2,0000000172,0000000000,14:44, 3/31/16
 2,0000000064,0000000000,14:44, 3/31/16
 2,0000000140,0000000000,14:44, 3/31/16
 2,0000000498,0000000000,14:44, 3/31/16
 2,0000000363,0000000000,14:45, 3/31/16
 2,0000000176,0000000000,14:45, 3/31/16
 2,0000000480,0000000000,14:45, 3/31/16
 2,0000000232,0000000000,14:45, 3/31/16
 2,0000000293,0000000000,14:45, 3/31/16
 2,0000000034,0000000000,14:46, 3/31/16
 2,0000000324,0000000000,14:46, 3/31/16
 2,0000000023,0000000000,14:46, 3/31/16
 2,0000000073,0000000000,14:48, 3/31/16
 2,0000000106,0000000000,14:48, 3/31/16
 2,0000000451,0000000000,14:49, 3/31/16
 2,0000000446,0000000000,14:49, 3/31/16
 2,0000000035,0000000000,14:50, 3/31/16
 2,0000000036,0000000000,14:50, 3/31/16
 2,0000000331,0000000000,14:50, 3/31/16
 2,0000000125,0000000000,14:52, 3/31/16
 2,0000000365,0000000000,14:53, 3/31/16
 2,0000000369,0000000000,15:13, 3/31/16
 2,0000000368,0000000000,15:34, 3/31/16
 2,0000000316,0000000000,15:35, 3/31/16
 2,0000000181,0000000000,15:37, 3/31/16
 2,0000002506,0000000000,15:39, 3/31/16
 2,0000000327,0000000000,15:41, 3/31/16
 2,0000000194,0000000000,17: 0, 3/31/16
 2,0000002521,0000000000,17: 0, 3/31/16
 2,0000000287,0000000000,17: 0, 3/31/16
 2,0000000014,0000000000,17: 0, 3/31/16
 2,0000000246,0000000000,17: 0, 3/31/16
 2,0000000008,0000000000,17: 0, 3/31/16
 2,0000000342,0000000000,17: 0, 3/31/16
 2,0000000338,0000000000,17: 1, 3/31/16
 2,0000000200,0000000000,17: 1, 3/31/16
 2,0000000190,0000000000,17: 1, 3/31/16
